"","state","zip","50_1","50_2","50_3","50_4","50_5","50_6","50_7","50_8","50_9","51_1","51_2","51_3","52_1","52_2","52_3","53_1","53_2","53_3","54_1","54_2","54_3","55_1","55_2","55_3","56_1","56_2","56_3","57_1","57_2","57_3","58_1","58_2","58_3","58_4","58_5","58_6","58_7","58_8","58_9","58_10","58_11","58_12","58_13","59_1","59_2","59_3","59_4","59_5","59_6","59_7","59_8","59_9","59_10","59_11","59_12","59_13","59_14","59_15","59_16","59_17","59_18","59_19","59_20","59_21","60_1","60_2","60_3","60_4","60_5","60_6","60_7","60_8","60_9","61_1","61_2","61_3","61_4","61_5","61_6","61_7","62_1","62_2","62_3","62_4","62_5","62_6","62_7","62_8","62_9","62_10","63_1","63_2","63_3","63_4","63_5","63_6","64_1","64_2","64_3","64_4","64_5","64_6","64_7","64_8","64_9","64_10","64_11","65_1","65_2","65_3","65_4","65_5","65_6","66_1","66_2","66_3","66_4","66_5","66_6","66_7","66_8","67_1","67_2","67_3","67_4","67_5","67_6","67_7","67_8","67_9","67_10","67_11","67_12","68_1","68_2","68_3","68_4","68_5","68_6","68_7","69_1","69_2","69_3","69_4","69_5","69_6","70_1","70_2","70_3","70_4","70_5","70_6","70_7","71_1","71_2","71_3","71_4","71_5","72_1","72_2","72_3","72_4","72_5","72_6","73_1","73_2","73_3","73_4","73_5","73_6","73_7","73_8","73_9","73_10","73_11","74_1","74_2","74_3","74_4","74_5","74_6","74_7","74_8","74_9","74_10","74_11","74_12","74_13","74_14","75_1","75_2","75_3","75_4","75_5","75_6","75_7","75_8","76_1","76_2","76_3","76_4","76_5","76_6","76_7","76_8","76_9","77_1","77_2","77_3","77_4","78_1","78_2","78_3","78_4","79_1","79_2","79_3","79_4","79_5","79_6","79_7","79_8","79_9","79_10","80_1","80_2","80_3","80_4","80_5","80_6","80_7","80_8","80_9","81_1","81_2","81_3","81_4","81_5","81_6","81_7","81_8","82_1","82_2","82_3","82_4","82_5","82_6","82_7","82_8","82_9","82_10","82_11","82_12","82_13","82_14","82_15","82_16","82_17","83_1","83_2","83_3","83_4","83_5","83_6","83_7","84_1","84_2","84_3","84_4","84_5","84_6","84_7","85_1","85_2","85_3","85_4","85_5","85_6","86_1","86_2","86_3","87_1","87_2","87_3","88_1","88_2","88_3","88_4","88_5","88_6","88_7","89_1","89_2","89_3","89_4","89_5","90_1","90_2","90_3","90_4","91_1","91_2","91_3","91_4","91_5","92_1","92_2","92_3","93_1","93_2","93_3","93_4","93_5","94_1","94_2","94_3","94_4","94_5","94_6","95_1","95_2","95_3","95_4","95_5","95_6","96_1","96_2","96_3","96_4","96_5","96_6","96_7","97_1","97_2","97_3","97_4","97_5","97_6","98_1","98_2","98_3","98_4","98_5","99_1","99_2","99_3","99_4","99_5","99_6","99_7","99_8","100_1","100_2","100_3","100_4","100_5","101_1","101_2","101_3","101_4","101_5","102_1","102_2","102_3","102_4","102_5","102_6","102_7","102_8","102_9","102_10","102_11","103_1","103_2","103_3","103_4","103_5","104_1","104_2","104_3","104_4","104_5","104_6","105_1","105_2","105_3","105_4","105_5","105_6","105_7","105_8","105_9","105_10","106_1","106_2","106_3","106_4","106_5","106_6","106_7","106_8","107_1","107_2","107_3","107_4","107_5","107_6","107_7","107_8","107_9","107_10","109_1","109_2","109_3","109_4","110_1","110_2","110_3","110_4","110_5","110_6","110_7","110_8","110_9","111_1","111_2","111_3","111_4","111_5","111_6","111_7","111_8","115_1","115_2","115_3","115_4","115_5","117_1","117_2","117_3","117_4","117_5","117_6","118_1","118_2","118_3","118_4","118_5","118_6","118_7","118_8","119_1","119_2","119_3","119_4","120_1","120_2","120_3","120_4","120_5","120_6","121_1","121_2","121_3","121_4","121_5","121_6","121_7","lat","long","city","state.region"
"525","NY","104",7,8,0,41,0,0,31,2,10,23,75,1,35,38,26,10,87,2,6,93,0,8,91,0,20,79,0,27,65,7,4,35,54,3,1,1,0,0,0,0,0,0,1,3,15,10,0,4,0,0,0,0,0,0,0,1,0,3,0,0,0,4,53,6,3,0,1,0,10,0,1,75,9,3,0,11,54,0,20,11,11,73,0,1,1,0,5,0,3,5,94,0,0,0,0,5,48,1,4,43,0,0,0,0,0,0,3,38,28,33,0,0,0,46,37,0,0,5,0,9,2,94,0,0,0,2,0,0,0,0,0,0,3,5,2,52,15,0,1,24,4,4,54,9,2,26,1,31,15,3,0,20,29,0,40,21,0,38,62,0,0,0,28,9,81,0,0,0,0,18,0,0,0,0,0,12,4,7,22,6,0,0,0,0,5,5,13,22,3,84,2,3,0,0,3,0,7,31,0,0,43,0,0,18,5,2,71,2,0,26,15,58,24,2,69,8,1,1,2,2,6,0,7,3,74,0,2,0,0,0,0,21,2,83,0,14,0,0,0,1,1,0,28,6,2,5,1,0,5,1,1,3,15,0,8,2,13,9,18,2,5,0,28,0,46,6,15,10,58,0,10,0,13,35,0,14,13,24,49,29,21,42,35,22,27,3,5,24,7,2,31,35,8,52,4,0,72,13,9,5,6,82,11,0,0,7,10,82,31,58,10,0,0,27,28,16,28,0,0,82,0,0,0,3,14,8,8,15,22,39,0,7,19,50,0,0,30,0,83,3,9,2,2,16,63,5,3,0,8,3,1,16,0,7,72,4,3,80,13,0,3,32,1,8,0,9,2,1,0,4,40,2,1,0,18,79,1,92,3,0,1,1,2,83,7,8,0,0,0,0,0,0,1,41,3,25,3,5,0,22,0,7,29,51,2,0,4,0,0,5,1,92,5,0,2,1,3,13,1,0,8,0,69,4,34,44,11,0,5,0,0,5,89,5,0,4,1,64,1,14,10,5,5,2,1,0,0,1,18,68,9,86,4,9,0,35,46,0,0,11,7,47,20,23,1,1,6,1,40.881086,-73.90749,"Bronx","Northeast"
"526","NY","105",10,0,1,62,0,0,40,4,18,27,106,2,28,60,47,9,126,0,4,130,1,4,127,4,17,114,4,20,98,17,24,38,61,3,0,2,0,0,0,0,1,0,6,12,15,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,74,20,4,0,2,1,8,0,5,95,20,2,0,10,71,1,22,29,11,110,0,0,1,1,3,0,7,2,132,2,0,0,0,1,86,2,6,16,1,0,0,1,0,2,21,30,49,56,0,0,0,63,50,0,0,6,0,12,4,131,1,0,0,0,0,0,0,0,0,0,3,10,7,58,9,0,6,45,5,1,63,11,3,52,2,32,13,5,0,34,49,3,47,30,0,55,89,0,1,0,34,11,99,2,3,0,0,26,0,0,1,0,4,21,7,20,18,6,0,0,0,1,1,10,22,26,3,115,2,11,2,0,1,1,3,59,0,1,38,0,0,28,7,2,100,2,1,32,19,72,43,1,99,2,2,0,3,4,5,2,14,4,94,0,2,0,0,0,0,38,1,118,1,15,1,0,0,0,0,0,49,4,0,6,3,0,16,1,0,6,13,0,12,1,10,14,33,0,6,1,43,0,52,24,32,4,63,0,9,3,16,42,0,20,27,30,65,42,28,53,56,26,33,4,8,41,6,4,39,57,7,65,6,0,108,7,15,5,6,117,10,0,2,8,13,114,27,71,35,1,1,30,32,28,43,0,2,102,1,0,0,9,23,5,13,21,26,63,0,7,34,57,1,1,39,3,119,3,11,0,2,22,52,31,5,0,15,9,1,18,1,4,100,12,3,108,21,0,3,59,0,19,1,10,2,1,0,7,33,3,3,0,23,107,2,121,2,2,4,0,6,105,10,9,1,7,0,0,1,0,2,69,3,34,5,3,0,20,1,5,24,90,4,0,0,0,0,9,3,127,5,0,3,0,0,34,0,0,6,1,90,4,35,69,18,1,8,0,1,3,116,6,1,10,2,81,2,17,21,10,4,8,0,0,2,1,25,86,13,112,6,14,3,24,92,1,0,13,5,50,21,38,6,6,8,6,40.98845,-73.79716,"Scarsdale","Northeast"
"527","NY","102",0,0,0,0,0,0,1,0,1,0,2,0,1,1,0,1,1,0,0,2,0,0,2,0,0,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,2,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,40.707467,-74.0178,"New York","Northeast"
"528","NY","103",6,0,0,23,0,0,8,2,5,11,31,2,10,25,9,5,39,0,1,43,0,1,42,1,4,39,1,8,33,3,3,15,25,0,0,0,0,0,0,0,0,0,1,2,5,7,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,25,1,1,0,0,0,7,0,1,31,4,0,1,3,23,0,10,7,6,29,0,0,2,1,3,0,1,2,42,2,0,0,0,0,19,1,0,21,1,0,0,0,0,0,2,19,9,16,0,0,0,19,15,0,0,5,0,4,1,42,0,0,0,0,0,0,0,1,0,0,1,4,0,23,4,0,1,12,3,0,23,3,2,13,0,7,8,4,1,9,15,0,14,10,0,20,29,0,1,0,13,1,36,2,0,0,0,6,0,0,0,0,0,9,1,5,9,1,1,0,0,0,0,2,5,9,2,36,3,5,0,0,0,0,0,13,0,2,11,0,0,12,5,1,35,0,0,9,5,24,13,2,36,1,1,0,0,1,0,0,3,2,31,0,1,0,0,0,0,11,1,38,0,5,1,0,0,0,0,0,13,0,1,2,0,0,4,0,0,2,6,0,6,1,5,4,6,0,2,1,14,0,21,4,8,7,20,0,4,1,5,16,0,9,4,10,27,8,9,17,15,12,14,1,0,16,2,1,10,13,6,20,5,0,30,5,8,1,2,39,3,0,0,0,4,40,14,20,9,0,1,19,9,5,9,0,2,32,1,0,0,0,11,5,2,7,13,15,0,2,9,22,0,0,12,1,38,3,2,0,1,2,35,2,1,0,2,2,0,10,0,1,29,4,0,39,1,1,3,20,0,2,1,2,0,0,0,4,12,3,1,0,7,36,0,37,1,0,0,0,6,35,2,3,1,0,0,0,0,0,3,18,2,12,1,2,0,8,1,1,8,32,0,0,0,1,0,1,1,39,4,0,1,0,0,10,0,0,2,0,31,1,13,21,4,0,2,0,2,2,41,0,0,2,1,21,1,6,12,4,0,0,1,0,0,1,7,31,4,40,2,2,0,11,28,1,0,3,1,22,5,10,1,1,5,0,40.606337,-74.14513,"Staten Island","Northeast"
"529","NY","108",2,0,0,4,0,0,4,0,2,1,11,0,1,6,5,1,11,0,0,12,0,0,12,0,1,11,0,2,10,0,0,6,6,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,1,0,0,7,4,0,0,0,8,0,2,2,0,10,0,0,0,0,0,0,1,1,12,0,0,0,0,0,10,0,1,1,0,0,0,0,0,0,0,4,2,6,0,0,0,4,6,0,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,6,2,0,4,0,2,5,0,0,2,3,0,3,5,0,4,9,0,1,0,2,0,9,0,0,0,0,3,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,1,3,1,0,12,0,0,0,0,0,0,0,2,0,0,6,0,0,2,1,1,9,0,0,3,2,6,4,0,9,1,1,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,1,1,0,2,0,1,1,4,0,0,1,2,0,5,3,4,1,3,0,0,1,1,4,0,3,1,3,4,4,4,7,3,2,1,1,0,3,1,2,4,3,0,8,1,0,10,1,0,1,0,11,1,0,0,0,3,9,4,5,3,0,0,4,2,1,5,0,0,11,0,0,0,1,0,1,3,2,4,2,0,0,1,8,0,0,3,0,10,1,1,0,0,0,9,1,1,0,0,1,0,3,0,0,7,2,0,11,1,0,0,7,0,1,0,0,0,0,0,0,3,1,0,0,1,11,0,11,0,0,1,0,0,11,0,1,0,0,0,0,0,0,0,4,0,4,1,1,0,2,0,0,3,7,0,0,1,0,0,0,1,12,0,0,0,0,0,7,0,0,0,1,3,1,2,6,2,1,0,0,1,0,9,1,0,2,0,9,0,2,0,0,1,1,0,0,0,0,3,7,1,10,0,2,0,2,7,0,0,0,3,4,2,3,0,0,3,0,40.946805,-73.78797,"New Rochelle","Northeast"
"530","NY","109",8,1,0,34,0,0,14,3,4,14,49,1,10,27,27,10,53,1,1,62,1,1,61,2,14,48,2,16,39,9,0,28,35,0,0,1,0,0,0,0,0,0,0,7,5,5,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,36,5,1,0,0,0,4,0,1,54,4,2,0,5,33,0,12,12,6,47,0,0,2,0,4,0,4,1,63,1,0,0,0,0,48,0,1,12,0,0,0,0,0,1,2,15,19,30,0,0,0,24,32,0,0,4,0,3,1,63,0,0,0,0,0,0,0,0,0,0,1,0,2,37,3,0,4,18,1,2,38,9,4,10,0,13,15,3,0,18,15,0,26,20,1,17,48,0,0,0,12,4,56,0,1,0,0,5,0,0,0,0,2,11,2,5,8,4,0,0,0,1,2,6,9,16,0,56,1,5,0,0,0,0,2,21,0,1,24,0,0,12,0,6,49,1,0,14,9,34,20,1,44,6,0,0,3,3,0,2,4,2,49,0,0,0,0,0,1,13,1,60,1,3,0,0,0,0,0,0,18,4,0,2,1,2,5,0,0,1,7,0,11,1,8,4,15,0,2,0,19,0,28,7,4,7,42,0,3,1,11,18,1,10,14,10,31,24,9,22,29,13,20,0,2,19,1,1,21,20,10,31,3,0,44,8,11,1,1,61,2,0,0,0,5,59,17,32,15,0,0,13,13,13,25,0,0,55,1,1,0,1,6,3,3,9,24,18,1,6,11,32,0,0,20,1,52,5,7,0,0,7,32,13,0,0,11,1,0,8,1,3,46,6,1,53,5,0,5,36,0,6,0,5,0,0,0,2,13,2,1,0,7,55,1,58,0,0,3,1,2,56,4,2,1,0,0,0,0,0,1,32,2,16,0,3,0,11,0,1,15,42,2,1,1,0,0,2,0,61,2,0,1,29,0,8,0,0,5,0,22,0,22,23,12,0,0,0,2,5,59,1,0,4,0,34,4,12,7,7,0,2,0,0,0,2,9,42,9,57,1,5,1,8,47,1,0,6,2,27,11,14,3,3,5,1,41.145495,-73.9949,"New City","Northeast"
"531","NY","110",9,0,0,24,0,0,20,2,5,10,50,0,4,36,20,3,56,1,1,57,2,3,54,3,4,54,2,17,40,3,4,20,36,0,0,0,0,0,0,0,0,0,0,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,32,7,4,0,1,0,6,0,1,43,5,1,0,4,37,0,8,10,4,54,0,0,0,0,2,0,0,0,60,0,0,0,0,0,22,0,4,30,1,0,0,1,0,0,2,23,19,18,0,0,0,31,21,0,0,0,0,4,4,57,1,0,0,0,0,0,0,0,0,0,2,3,1,40,5,0,2,9,2,3,32,6,4,13,1,12,7,1,0,19,20,0,20,18,0,22,41,0,0,0,19,0,49,0,2,0,0,8,1,0,0,0,0,12,4,15,5,1,0,0,1,0,0,2,8,10,2,54,1,2,0,1,0,0,2,19,0,1,20,0,0,16,4,0,45,0,1,14,11,38,11,0,38,3,5,0,1,0,1,1,7,4,45,0,0,0,1,0,1,13,0,57,0,2,0,0,0,1,0,0,19,0,1,3,0,0,7,0,0,3,9,0,4,1,10,3,16,0,2,0,23,1,18,4,19,8,27,0,1,1,10,17,0,10,8,15,31,24,5,22,25,13,21,0,0,20,3,1,15,14,6,37,2,1,41,7,8,4,1,51,6,1,1,3,12,45,21,23,15,0,1,16,16,8,20,0,0,50,0,0,0,0,10,1,7,5,18,29,0,0,6,38,0,0,15,1,53,2,3,2,0,6,45,3,4,0,1,1,0,10,3,0,46,1,0,52,7,0,1,20,1,8,0,5,0,3,0,0,21,2,0,0,5,53,2,55,1,1,0,0,3,50,2,5,0,3,0,0,0,0,0,17,1,25,4,6,0,7,0,3,18,35,0,0,1,0,0,3,0,58,1,0,1,0,1,13,1,0,6,0,39,0,24,28,7,0,0,0,0,1,57,1,0,2,0,41,0,7,4,7,1,3,0,0,1,0,11,37,8,50,0,7,3,15,35,0,0,9,1,23,10,12,4,6,4,1,40.833246,-73.69309,"Great Neck","Northeast"
"532","NY","111",2,0,0,5,0,0,5,1,1,1,13,0,5,7,2,0,14,0,0,14,0,1,13,0,3,11,0,4,9,1,2,5,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1,1,0,0,0,1,0,0,11,1,2,0,1,7,0,3,1,2,10,0,0,0,0,1,0,0,1,14,0,0,0,0,0,8,1,0,5,0,0,0,0,0,0,0,7,3,4,0,0,0,9,1,0,0,3,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,0,0,3,2,0,9,0,0,3,0,5,2,1,0,2,4,0,7,2,0,5,9,0,0,0,4,1,11,0,0,0,0,2,1,0,0,0,0,1,2,2,0,0,0,0,1,0,1,0,2,5,0,13,0,1,0,0,0,0,0,5,0,0,7,0,0,1,0,1,13,0,0,1,3,8,3,0,12,0,1,0,0,0,0,0,1,0,12,0,0,0,0,0,0,2,0,12,0,2,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,1,1,0,0,0,2,3,2,0,1,1,4,0,6,2,2,1,7,0,2,0,3,5,0,2,3,1,12,1,1,7,6,1,6,0,1,2,0,0,5,4,1,6,3,0,11,1,2,0,1,12,1,0,0,1,1,12,6,4,4,0,0,2,4,1,7,0,0,13,0,0,0,0,1,2,0,1,6,3,0,2,3,7,0,0,4,0,14,0,0,0,0,0,12,2,0,0,0,0,0,2,0,0,11,1,0,12,2,0,0,1,0,4,1,0,0,1,0,0,7,0,0,0,3,11,0,14,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,8,0,4,0,1,0,1,0,1,5,6,0,0,0,0,0,1,1,13,1,0,0,1,0,3,0,0,1,0,8,1,5,6,2,1,0,0,0,0,12,1,0,1,0,5,0,3,5,1,0,1,0,0,0,0,0,9,4,13,0,1,0,4,10,0,0,0,0,7,2,5,0,0,0,0,40.762012,-73.93147,"Astoria","Northeast"
"533","NY","112",40,8,0,91,0,1,87,5,27,64,190,5,55,115,89,28,228,3,4,253,2,10,244,5,36,218,5,52,188,19,13,97,110,8,0,18,0,2,1,0,0,0,10,24,21,34,1,5,0,0,0,0,2,0,0,1,0,2,7,0,0,2,132,28,6,1,4,2,21,2,9,186,28,9,3,26,126,1,52,42,38,182,0,3,6,0,13,0,11,6,249,5,0,0,4,1,129,4,9,100,2,0,0,2,0,1,12,72,89,98,0,0,0,112,94,0,0,26,0,23,4,245,6,0,0,1,0,0,0,0,0,0,7,11,5,144,17,0,3,79,12,5,133,32,11,66,4,76,31,7,1,72,68,1,99,75,1,83,155,0,3,0,86,15,200,1,7,0,0,42,2,0,2,0,5,41,14,30,41,14,0,0,0,3,3,12,29,62,10,225,4,20,0,0,4,2,4,78,0,5,96,0,0,54,21,5,170,1,0,88,44,148,60,7,185,22,4,0,15,2,8,1,16,6,185,0,8,0,0,0,0,64,2,222,0,32,2,0,0,2,1,1,80,14,3,6,4,1,18,0,0,11,29,0,19,2,35,36,48,0,4,6,62,0,139,23,44,27,133,1,23,8,35,95,0,27,47,55,143,77,39,110,98,51,74,11,9,80,8,5,72,89,22,132,13,3,186,29,28,16,15,216,24,2,2,4,16,239,77,127,52,0,3,70,58,30,101,0,0,207,4,1,0,7,40,17,18,39,79,91,2,13,53,114,1,0,84,7,223,6,24,5,1,37,143,31,8,0,22,8,10,40,1,13,188,17,6,213,29,0,11,90,1,41,0,14,0,3,0,10,90,10,8,1,30,219,1,238,3,1,2,0,15,210,21,17,3,5,0,0,1,0,2,94,4,69,8,11,0,71,2,4,56,154,9,2,5,3,1,19,6,245,8,0,6,2,0,32,3,1,7,1,202,11,77,120,32,2,7,1,9,11,236,9,1,9,4,150,10,40,44,13,2,6,0,0,2,2,51,177,21,219,4,32,4,72,131,3,0,42,11,117,38,70,7,6,12,9,40.695286,-73.98907,"Brooklyn","Northeast"
"534","NY","113",13,2,0,55,0,0,34,3,12,23,96,0,25,58,36,8,111,0,3,113,3,6,110,3,10,106,3,33,79,7,9,38,64,4,0,0,0,1,0,0,0,0,3,8,10,12,2,1,0,0,0,0,0,0,1,1,0,1,3,0,0,5,63,12,3,1,1,0,21,1,7,77,8,4,0,11,71,1,22,10,15,87,0,1,1,0,5,0,7,3,116,3,0,0,0,0,52,0,2,59,1,0,1,0,0,1,3,39,40,38,0,2,0,62,30,0,0,9,0,18,0,112,3,0,0,2,0,0,0,1,0,0,1,5,4,52,14,0,6,38,6,7,57,8,10,31,2,33,15,4,0,26,39,0,51,18,0,50,75,0,0,0,42,2,104,0,1,0,0,12,0,0,1,0,1,22,3,10,23,2,0,0,0,1,1,8,17,28,4,102,4,9,0,1,2,0,1,38,0,1,31,0,0,35,8,6,82,0,0,37,12,71,33,3,101,3,2,0,2,1,1,1,7,1,90,0,1,0,0,0,1,25,2,104,0,12,2,0,0,0,1,0,33,3,1,4,2,1,12,3,1,6,17,0,13,1,15,7,28,2,1,0,36,2,50,15,15,6,64,0,15,4,13,36,0,20,30,20,63,33,23,42,50,27,40,0,4,34,3,2,36,33,6,72,6,2,90,12,12,5,7,106,5,0,1,8,7,104,38,45,35,0,1,36,26,16,41,0,0,91,1,1,0,3,23,4,7,20,44,44,0,0,20,60,0,1,37,1,113,3,3,0,0,12,94,8,0,0,5,0,0,15,0,6,86,12,5,104,9,0,1,45,0,12,0,14,0,0,0,6,36,6,4,0,11,104,0,109,3,0,0,0,7,104,7,5,1,2,0,0,0,0,0,52,3,36,1,4,0,23,0,3,31,67,3,0,1,2,1,8,3,113,4,0,2,1,0,16,1,0,2,0,92,7,46,40,22,0,3,0,5,3,109,4,1,4,1,74,0,20,20,5,0,5,2,0,0,2,17,85,8,104,4,8,3,35,71,1,0,10,2,62,15,27,5,1,6,3,40.720535,-73.84582,"Flushing","Northeast"
"535","NY","114",9,1,0,25,0,0,17,5,2,12,46,1,14,26,19,5,53,1,1,57,1,1,56,2,10,46,3,12,43,4,1,23,25,4,0,2,0,0,0,0,0,0,4,8,1,8,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,29,8,2,1,2,2,9,0,1,38,4,4,1,3,32,0,9,10,8,45,0,0,1,0,1,0,3,1,58,0,0,0,1,0,29,0,1,25,0,0,0,0,0,2,2,21,15,23,0,0,0,33,13,0,0,1,0,6,6,56,2,0,0,0,0,0,0,0,0,0,1,1,0,27,7,0,1,23,5,0,28,5,2,19,0,13,7,4,0,13,22,0,18,14,0,27,41,1,0,0,14,3,43,1,1,0,0,14,0,0,0,0,0,8,2,6,12,0,0,0,0,0,2,5,10,13,1,51,0,4,0,0,2,0,2,24,0,0,18,0,0,14,1,2,46,0,0,13,13,31,14,1,47,3,3,0,2,1,0,0,2,1,39,0,0,0,0,0,0,18,2,53,0,5,0,0,0,1,0,0,16,6,0,2,0,0,6,0,0,3,7,0,5,0,9,5,9,0,5,0,18,0,27,6,12,3,33,0,5,0,7,23,0,8,8,13,34,17,8,26,26,7,18,4,6,14,1,2,14,18,4,33,1,3,46,6,5,2,4,52,3,0,0,1,6,52,18,27,13,0,1,19,13,10,17,0,0,43,0,0,0,2,14,2,6,8,17,26,0,0,11,34,0,0,14,0,50,4,3,2,0,10,41,3,0,0,2,2,1,7,0,6,42,4,0,49,7,0,3,25,0,5,0,3,2,1,0,4,17,2,1,0,13,45,0,52,2,1,2,0,2,47,7,3,0,2,0,0,0,0,0,28,3,16,0,2,0,10,0,1,19,29,2,0,1,1,0,4,2,56,2,0,1,0,0,5,1,1,2,0,48,2,14,31,7,0,2,0,2,3,54,2,0,2,1,40,0,7,8,3,1,1,0,0,1,2,13,34,8,48,3,7,1,14,35,0,0,10,0,21,9,16,4,4,4,1,40.700068,-73.80986,"Jamaica","Northeast"
"536","NY","115",19,1,0,49,0,0,38,6,5,21,91,6,27,60,31,6,111,1,2,113,3,3,112,3,15,99,4,26,87,5,3,36,69,4,0,0,0,0,0,0,0,0,6,13,9,10,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,65,16,3,0,2,1,13,0,3,77,19,4,0,16,58,0,20,20,20,86,0,0,3,0,6,0,3,0,115,2,0,0,1,0,67,3,3,41,0,0,0,0,0,1,3,24,44,50,0,0,0,53,33,0,0,10,0,18,4,118,0,0,0,0,0,0,0,0,0,0,0,3,3,68,7,0,2,35,2,4,64,17,8,23,0,37,16,3,0,29,33,1,49,34,0,34,83,1,3,0,22,9,90,1,4,0,0,21,1,0,0,0,1,27,3,25,20,3,0,2,0,0,0,2,14,18,4,101,0,12,0,2,0,0,3,48,0,1,34,0,0,26,5,4,85,2,1,30,24,65,24,5,76,12,10,1,4,1,2,1,9,2,88,0,2,0,0,0,0,27,1,109,0,9,0,0,0,0,0,0,38,1,4,4,2,3,8,0,0,5,13,0,15,1,13,11,28,0,6,0,30,0,54,12,18,4,77,0,5,2,10,35,0,20,23,30,57,39,22,49,47,22,41,1,4,33,7,1,31,48,4,58,6,2,81,13,19,5,3,108,5,1,1,9,6,103,33,54,29,0,2,35,33,16,34,0,0,93,1,2,1,1,20,5,7,19,38,43,0,6,21,62,1,0,31,3,103,4,9,0,2,19,76,9,1,0,6,4,3,16,1,3,88,10,0,98,13,0,7,50,0,11,0,9,0,1,0,5,37,5,3,0,11,104,0,104,1,0,3,1,9,97,9,2,1,6,0,0,0,0,3,57,2,39,1,2,0,17,0,5,27,73,1,1,2,0,0,5,4,112,3,0,3,2,0,8,0,0,5,1,97,5,37,57,12,0,3,0,5,4,110,4,1,2,1,77,0,16,12,10,3,4,0,0,3,3,18,77,13,103,5,8,2,27,76,1,0,13,1,53,17,31,4,5,4,4,40.636286,-73.6374,"Oceanside","Northeast"
